MPEesr,V1,V2
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  0  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.00016408840352
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.2668398149004
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.00016408840352
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.2668398149004
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.2668398149004
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.00016408840352
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.2668398149004
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0  1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.18729737820719
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.66862661980588
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  0 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.66862661980588
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.66862661980588
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  0 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  0 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
  1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  0  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  0  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1  1  1  1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,77.91368761823803
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.66862661980588
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.66862661980588
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  0  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.66862661980588
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1 -1  1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.84580229063943
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1 -1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  0 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
"[-1 -1 -1 -1 -1 -1 -1 -1 -1 -1  0 -1 -1  0 -1  1 -1 -1 -1 -1 -1 -1 -1 -1
 -1 -1 -1 -1 -1 -1]",10.252083246532962,76.79308216619282
